protocol,ra_mode,window_setting,method,bank_seed,accuracy_mean,balanced_accuracy_mean,balanced_accuracy_median,balanced_accuracy_std,n_subjects
loso,no_ra,W2,B5,2.0,0.38252314814814814,0.38252314814814814,0.3559027777777777,0.11975391917347596,9
loso,no_ra,W2,B5,3.0,0.3863811728395061,0.3863811728395061,0.3680555555555555,0.11345692367442331,9
loso,no_ra,W2,B5,4.0,0.3861882716049383,0.3861882716049383,0.3715277777777778,0.11245294071280276,9
loso,no_ra,W2,P1,0.0,0.3586033950617284,0.3586033950617284,0.3142361111111111,0.12129538516585985,9
loso,no_ra,W2,P1,1.0,0.36959876543209874,0.36959876543209874,0.3315972222222222,0.13709080341089247,9
loso,no_ra,W2,P1,2.0,0.3620756172839506,0.3620756172839506,0.3680555555555555,0.10677828251139689,9
loso,no_ra,W2,P1,3.0,0.3765432098765432,0.3765432098765432,0.3107638888888888,0.13259515066459562,9
loso,no_ra,W2,P1,4.0,0.35108024691358025,0.35108024691358025,0.2708333333333333,0.11822386955374817,9
loso,no_ra,W2,P2,0.0,0.369212962962963,0.36921296296296297,0.3541666666666666,0.10095974986968817,9
loso,no_ra,W2,P2,1.0,0.3800154320987654,0.38001543209876537,0.3836805555555555,0.10811890491733152,9
loso,no_ra,W2,P2,2.0,0.38155864197530864,0.38155864197530864,0.3802083333333333,0.11432254682884954,9
loso,no_ra,W2,P2,3.0,0.36786265432098764,0.36786265432098764,0.3472222222222222,0.10822687621102459,9
loso,no_ra,W2,P2,4.0,0.37191358024691357,0.37191358024691357,0.3576388888888889,0.10212398868672508,9
loso,subject_ra,W1,B5,0.0,0.48649691358024694,0.48649691358024694,0.4340277777777778,0.1366182053620643,9
loso,subject_ra,W1,B5,1.0,0.5009645061728395,0.5009645061728395,0.4357638888888889,0.1560451761076069,9
loso,subject_ra,W1,B5,2.0,0.5027006172839505,0.5027006172839505,0.4357638888888889,0.15229888423881918,9
loso,subject_ra,W1,B5,3.0,0.48726851851851855,0.48726851851851843,0.4340277777777778,0.14266513522320784,9
loso,subject_ra,W1,B5,4.0,0.5071373456790123,0.5071373456790123,0.4253472222222222,0.15523261670656135,9
loso,subject_ra,W1,P1,0.0,0.4972993827160494,0.4972993827160494,0.5763888888888888,0.15870968856549336,9
loso,subject_ra,W1,P1,1.0,0.48206018518518523,0.48206018518518523,0.4791666666666666,0.16368545003406665,9
loso,subject_ra,W1,P1,2.0,0.4793595679012345,0.4793595679012345,0.5104166666666666,0.14509632208137288,9
loso,subject_ra,W1,P1,3.0,0.4982638888888889,0.4982638888888889,0.5416666666666666,0.16226370967540296,9
loso,subject_ra,W1,P1,4.0,0.48321759259259267,0.48321759259259267,0.5659722222222222,0.1538345318033449,9
loso,subject_ra,W1,P2,0.0,0.4473379629629629,0.4473379629629629,0.3819444444444444,0.11987026909941449,9
loso,subject_ra,W1,P2,1.0,0.4695216049382716,0.46952160493827155,0.421875,0.1311945036462815,9
loso,subject_ra,W1,P2,2.0,0.4618055555555556,0.4618055555555556,0.3993055555555556,0.1317787245111907,9
loso,subject_ra,W1,P2,3.0,0.4452160493827161,0.445216049382716,0.4253472222222222,0.11965355083565467,9
loso,subject_ra,W1,P2,4.0,0.46315586419753085,0.46315586419753085,0.4114583333333333,0.13724004392848735,9
loso,subject_ra,W2,B5,0.0,0.478587962962963,0.478587962962963,0.4375,0.1321099564972674,9
loso,subject_ra,W2,B5,1.0,0.48668981481481477,0.48668981481481477,0.4565972222222222,0.1518849186099706,9
loso,subject_ra,W2,B5,2.0,0.4782021604938272,0.4782021604938272,0.4184027777777778,0.1415173140607519,9
loso,subject_ra,W2,B5,3.0,0.4826388888888889,0.4826388888888889,0.4513888888888888,0.13486186652294438,9
loso,subject_ra,W2,B5,4.0,0.5013503086419753,0.5013503086419753,0.4461805555555556,0.14846739104137321,9
loso,subject_ra,W2,P1,0.0,0.48398919753086417,0.48398919753086417,0.5399305555555556,0.14720844779275338,9
loso,subject_ra,W2,P1,1.0,0.47260802469135804,0.47260802469135804,0.4670138888888889,0.15069398885904275,9
loso,subject_ra,W2,P1,2.0,0.4616126543209877,0.4616126543209876,0.4826388888888889,0.13739826298016808,9
loso,subject_ra,W2,P1,3.0,0.48900462962962965,0.48900462962962965,0.53125,0.15611732407194853,9
loso,subject_ra,W2,P1,4.0,0.46817129629629634,0.46817129629629634,0.5329861111111112,0.1452405071893738,9
loso,subject_ra,W2,P2,0.0,0.451195987654321,0.451195987654321,0.40625,0.11914657615311751,9
loso,subject_ra,W2,P2,1.0,0.4712577160493827,0.4712577160493827,0.4409722222222222,0.12203240688049483,9
loso,subject_ra,W2,P2,2.0,0.4679783950617284,0.4679783950617284,0.4131944444444444,0.13526386698224727,9
loso,subject_ra,W2,P2,3.0,0.45081018518518523,0.45081018518518523,0.4270833333333333,0.11999592589695403,9
loso,subject_ra,W2,P2,4.0,0.4731867283950617,0.4731867283950617,0.4288194444444444,0.13627673563136097,9
s1_to_s2,no_ra,W1,B5,0.0,0.6304012345679012,0.6304012345679012,0.6979166666666667,0.1511026288922925,9
s1_to_s2,no_ra,W1,B5,1.0,0.6296296296296297,0.6296296296296295,0.7256944444444444,0.1704574681754664,9
s1_to_s2,no_ra,W1,B5,2.0,0.6222993827160495,0.6222993827160495,0.7222222222222222,0.1604356216421433,9
s1_to_s2,no_ra,W1,B5,3.0,0.61304012345679,0.61304012345679,0.6875,0.15639567968722326,9
s1_to_s2,no_ra,W1,B5,4.0,0.6361882716049383,0.6361882716049383,0.7256944444444444,0.16923101185598258,9
s1_to_s2,no_ra,W1,P1,0.0,0.5725308641975309,0.5725308641975309,0.6701388888888888,0.15627357503905445,9
s1_to_s2,no_ra,W1,P1,1.0,0.5856481481481483,0.5856481481481483,0.6770833333333334,0.16784702110041735,9
s1_to_s2,no_ra,W1,P1,2.0,0.5590277777777778,0.5590277777777778,0.6354166666666666,0.15976939218935382,9
s1_to_s2,no_ra,W1,P1,3.0,0.5652006172839505,0.5652006172839505,0.625,0.15874529300508053,9
s1_to_s2,no_ra,W1,P1,4.0,0.5648148148148148,0.5648148148148148,0.6736111111111112,0.1714711866835193,9
s1_to_s2,no_ra,W1,P2,0.0,0.619212962962963,0.619212962962963,0.7083333333333333,0.16574179145642537,9
s1_to_s2,no_ra,W1,P2,1.0,0.6010802469135803,0.6010802469135802,0.6701388888888888,0.16920132515586075,9
s1_to_s2,no_ra,W1,P2,2.0,0.6257716049382717,0.6257716049382717,0.6840277777777777,0.14604789294183723,9
s1_to_s2,no_ra,W1,P2,3.0,0.6033950617283951,0.6033950617283951,0.6076388888888888,0.15440439489834215,9
s1_to_s2,no_ra,W1,P2,4.0,0.623070987654321,0.623070987654321,0.6979166666666666,0.15371311606611343,9
s1_to_s2,no_ra,W2,B5,0.0,0.6141975308641975,0.6141975308641975,0.6736111111111112,0.14671365872057832,9
s1_to_s2,no_ra,W2,B5,1.0,0.6095679012345678,0.6095679012345678,0.71875,0.16186022926503527,9
s1_to_s2,no_ra,W2,B5,2.0,0.6049382716049383,0.6049382716049383,0.6909722222222223,0.15440439489834215,9
s1_to_s2,no_ra,W2,B5,3.0,0.5910493827160495,0.5910493827160495,0.5972222222222222,0.1545214747062837,9
s1_to_s2,no_ra,W2,B5,4.0,0.6153549382716049,0.6153549382716049,0.6909722222222223,0.16544854493753602,9
s1_to_s2,no_ra,W2,P1,0.0,0.5520833333333334,0.5520833333333334,0.6527777777777778,0.15812913245466256,9
s1_to_s2,no_ra,W2,P1,1.0,0.5675154320987654,0.5675154320987654,0.6597222222222222,0.16344461387222547,9
s1_to_s2,no_ra,W2,P1,2.0,0.5393518518518519,0.5393518518518519,0.6284722222222222,0.15028145212698427,9
s1_to_s2,no_ra,W2,P1,3.0,0.5470679012345678,0.5470679012345678,0.6215277777777777,0.1506131284133153,9
s1_to_s2,no_ra,W2,P1,4.0,0.5582561728395061,0.5582561728395061,0.6597222222222222,0.1683381335134359,9
s1_to_s2,no_ra,W2,P2,0.0,0.6145833333333334,0.6145833333333334,0.6319444444444444,0.13368055555555555,9
s1_to_s2,no_ra,W2,P2,1.0,0.6010802469135803,0.6010802469135802,0.6770833333333333,0.14989431361958652,9
s1_to_s2,no_ra,W2,P2,2.0,0.6060956790123456,0.6060956790123456,0.6909722222222222,0.15613528882509298,9
s1_to_s2,no_ra,W2,P2,3.0,0.5933641975308642,0.5933641975308642,0.579861111111111,0.14457172173223493,9
s1_to_s2,no_ra,W2,P2,4.0,0.6141975308641975,0.6141975308641975,0.6875,0.1584951015987422,9
s2_to_s1,no_ra,W1,B5,0.0,0.5910493827160495,0.5910493827160495,0.6666666666666667,0.18912281408503237,9
s2_to_s1,no_ra,W1,B5,1.0,0.5906635802469136,0.5906635802469136,0.6875,0.19278999493209983,9
s2_to_s1,no_ra,W1,B5,2.0,0.5929783950617283,0.5929783950617283,0.6736111111111112,0.17918801163647038,9
s2_to_s1,no_ra,W1,B5,3.0,0.5906635802469136,0.5906635802469136,0.6597222222222222,0.17937014417032873,9
s2_to_s1,no_ra,W1,B5,4.0,0.6087962962962963,0.6087962962962963,0.6979166666666666,0.16875142889198427,9
s2_to_s1,no_ra,W1,P1,0.0,0.5706018518518519,0.5706018518518519,0.670138888888889,0.1946613373668025,9
s2_to_s1,no_ra,W1,P1,1.0,0.556712962962963,0.556712962962963,0.6527777777777779,0.19155529674995408,9
s2_to_s1,no_ra,W1,P1,2.0,0.5655864197530864,0.5655864197530864,0.6111111111111112,0.1590645848019069,9
s2_to_s1,no_ra,W1,P1,3.0,0.566358024691358,0.566358024691358,0.6666666666666666,0.17088523626873905,9
s2_to_s1,no_ra,W1,P1,4.0,0.5609567901234568,0.5609567901234568,0.6423611111111112,0.18590265383671165,9
s2_to_s1,no_ra,W1,P2,0.0,0.5709876543209877,0.5709876543209876,0.6319444444444444,0.17759416305112205,9
s2_to_s1,no_ra,W1,P2,1.0,0.5933641975308642,0.5933641975308642,0.6805555555555556,0.18222092248670768,9
s2_to_s1,no_ra,W1,P2,2.0,0.5925925925925926,0.5925925925925926,0.6701388888888888,0.17704077647675925,9
s2_to_s1,no_ra,W1,P2,3.0,0.5729166666666666,0.5729166666666666,0.642361111111111,0.17669995264257682,9
s2_to_s1,no_ra,W1,P2,4.0,0.5925925925925926,0.5925925925925926,0.673611111111111,0.16842067487945725,9
s2_to_s1,no_ra,W2,B5,0.0,0.5821759259259259,0.5821759259259259,0.6493055555555556,0.17106642014231968,9
s2_to_s1,no_ra,W2,B5,1.0,0.5906635802469136,0.5906635802469136,0.6631944444444444,0.17742719579578584,9
s2_to_s1,no_ra,W2,B5,2.0,0.5802469135802469,0.5802469135802469,0.6284722222222223,0.1842769248697123,9
s2_to_s1,no_ra,W2,B5,3.0,0.5821759259259259,0.5821759259259259,0.6215277777777778,0.16754146863215613,9
s2_to_s1,no_ra,W2,B5,4.0,0.5833333333333334,0.5833333333333334,0.65625,0.17767805905556575,9
s2_to_s1,no_ra,W2,P1,0.0,0.5540123456790123,0.5540123456790123,0.6388888888888888,0.1853261905301932,9
s2_to_s1,no_ra,W2,P1,1.0,0.5424382716049383,0.5424382716049383,0.6284722222222222,0.17988471948115012,9
s2_to_s1,no_ra,W2,P1,2.0,0.5393518518518517,0.5393518518518519,0.5729166666666667,0.1509418571885983,9
s2_to_s1,no_ra,W2,P1,3.0,0.5563271604938271,0.5563271604938271,0.6284722222222223,0.16455345941825647,9
s2_to_s1,no_ra,W2,P1,4.0,0.5513117283950617,0.5513117283950617,0.6076388888888888,0.16855285567960676,9
s2_to_s1,no_ra,W2,P2,0.0,0.5617283950617283,0.5617283950617283,0.6041666666666666,0.16595785489754558,9
s2_to_s1,no_ra,W2,P2,1.0,0.5875771604938271,0.5875771604938271,0.6631944444444444,0.17949892629335254,9
s2_to_s1,no_ra,W2,P2,2.0,0.5821759259259259,0.582175925925926,0.625,0.1729588441421118,9
s2_to_s1,no_ra,W2,P2,3.0,0.5767746913580247,0.5767746913580247,0.625,0.17405710460776253,9
s2_to_s1,no_ra,W2,P2,4.0,0.5864197530864197,0.5864197530864197,0.65625,0.17059396025518814,9
within_session,no_ra,W1,B5,0.0,0.6579350675539424,0.6621081519123959,0.7545481728453864,0.16709763530114327,9
within_session,no_ra,W1,B5,1.0,0.6538179740539087,0.6561223253035043,0.7463046192283809,0.17759759854493692,9
within_session,no_ra,W1,B5,2.0,0.6535457417490086,0.6558306320012977,0.7532981071216366,0.16678902122711747,9
within_session,no_ra,W1,B5,3.0,0.6575384822208779,0.6589308800409162,0.7593079554389539,0.1609775795322672,9
within_session,no_ra,W1,B5,4.0,0.6550144518384083,0.6565934320213861,0.7265055492967645,0.17475298350592156,9
within_session,no_ra,W1,P1,0.0,0.5834375210055791,0.5864527577566148,0.6970924107282466,0.16451737526629664,9
within_session,no_ra,W1,P1,1.0,0.583467769039457,0.5835050504835722,0.6948823525545662,0.16308785605359064,9
within_session,no_ra,W1,P1,2.0,0.574184983531626,0.5743181919726682,0.6563240664778978,0.16475996488183273,9
within_session,no_ra,W1,P1,3.0,0.5801539288835115,0.5806084002546206,0.6860160222689247,0.1642768234731281,9
within_session,no_ra,W1,P1,4.0,0.5691537272299523,0.5702559375298668,0.6817646279159437,0.16438426680256774,9
within_session,no_ra,W1,P2,0.0,0.6587147946494589,0.6618810918207848,0.7507238091071295,0.16136704266346438,9
within_session,no_ra,W1,P2,1.0,0.6680647980103516,0.6715946186286099,0.7662193776725511,0.16785047660139416,9
within_session,no_ra,W1,P2,2.0,0.6602339181286551,0.6634833459191689,0.7602960663777227,0.15799659352449832,9
within_session,no_ra,W1,P2,3.0,0.6627646702964307,0.6647511934612038,0.7591127103675478,0.1625599965965553,9
within_session,no_ra,W1,P2,4.0,0.6584728103784365,0.6609030484407806,0.7146036532481965,0.1727192157717667,9
within_session,no_ra,W2,B5,0.0,0.6353196208913087,0.6398146767090265,0.744278734036861,0.16159500675378904,9
within_session,no_ra,W2,B5,1.0,0.6424783222423875,0.6458046485916713,0.717485574710807,0.16367995112656064,9
within_session,no_ra,W2,B5,2.0,0.6315957518316865,0.6343440134474707,0.722078682304108,0.16319815040345664,9
within_session,no_ra,W2,B5,3.0,0.6402366068427774,0.6441775805559344,0.7088014116516439,0.16194134537248644,9
within_session,no_ra,W2,B5,4.0,0.6345230893325267,0.6372260093683597,0.7066611601547748,0.16293721040082654,9
within_session,no_ra,W2,P1,0.0,0.5672581837736103,0.5695839788412672,0.6789221924661166,0.1573297899258668,9
within_session,no_ra,W2,P1,1.0,0.5645358607246085,0.5643383492606273,0.6656740554766871,0.16450044413882198,9
within_session,no_ra,W2,P1,2.0,0.5564495530012771,0.5564785260725018,0.6514130792023594,0.1579724551212544,9
within_session,no_ra,W2,P1,3.0,0.5643106809168514,0.5638306965341924,0.6704908044526852,0.1654228741327783,9
within_session,no_ra,W2,P1,4.0,0.5554883377024937,0.5559317774517079,0.6798481261600456,0.16264993996221988,9
within_session,no_ra,W2,P2,0.0,0.6394199099280768,0.6448420772959601,0.7401754251725227,0.15570728877172527,9
within_session,no_ra,W2,P2,1.0,0.6545204006184042,0.6584224391545084,0.7353816252761687,0.1620620441527359,9
within_session,no_ra,W2,P2,2.0,0.6342038045304833,0.6369933152550541,0.7398012604011056,0.15987940382018354,9
within_session,no_ra,W2,P2,3.0,0.637678967533777,0.6420235918288033,0.7034054601014741,0.16039985532033704,9
within_session,no_ra,W2,P2,4.0,0.6426430059823889,0.646592333105491,0.7027447951944856,0.1651137052408347,9
