protocol,ra_mode,window_setting,covariance_estimator,bank_seed,aggregation,subject,session_train,session_test,method,accuracy,balanced_accuracy,classifier_or_pooled_measure_fitting_time_seconds,inference_time_seconds,amortized_inference_seconds_per_trial,fold_id,n_train_trials,n_test_trials,transductive_calibration
loso,no_ra,W1,oas_trace_eps1e-6,,trial_tangent,1,all,all,B1,0.4583333333333333,0.45833333333333337,3.76115618692711,0.05104645108804107,8.862231091673796e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,,airm_nearest_class_mean,1,all,all,B2,0.5746527777777778,0.5746527777777778,2.8265998989809304,0.17905799788422883,0.0003108645796601195,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,,mean_decision_score,1,all,all,B3,0.4618055555555556,0.4618055555555555,22.339806941105053,0.3573715789243579,0.0006204367689658991,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,,majority_vote_secondary,1,all,all,B3_majority,0.4635416666666667,0.46354166666666663,0.0,0.0,0.0,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,,mean_window_log_svec,1,all,all,B4,0.5086805555555556,0.5086805555555555,0.08494836906902492,0.0012293660547584295,2.1343160672889403e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,0.0,mean_std_projection_moments,1,all,all,B5,0.5260416666666666,0.5260416666666666,0.12539741699583828,0.0018054840620607138,3.134520941077628e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,0.0,exact_sorted_order_statistics,1,all,all,P2,0.4878472222222222,0.4878472222222222,1.6223514128942043,0.0062285009771585464,1.0813369752011366e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,0.0,pooled_class_measure,1,all,all,P1,0.5243055555555556,0.5243055555555556,0.07250311598181725,10.804049730068073,0.018757030781368183,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,1.0,mean_std_projection_moments,1,all,all,B5,0.546875,0.546875,0.1612327939365059,0.002397861098870635,4.162953296650408e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,1.0,exact_sorted_order_statistics,1,all,all,P2,0.4982638888888889,0.49826388888888884,1.9193132449872792,0.007234266027808189,1.255948963161144e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,1.0,pooled_class_measure,1,all,all,P1,0.5625,0.5625,0.0665022290777415,13.219927373807877,0.022951262801749788,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,2.0,mean_std_projection_moments,1,all,all,B5,0.5052083333333334,0.5052083333333334,0.1658307989127934,0.00281059299595654,4.8795017290912156e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,2.0,exact_sorted_order_statistics,1,all,all,P2,0.4583333333333333,0.45833333333333337,1.9458567660767585,0.008076183963567019,1.4021152714526073e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,2.0,pooled_class_measure,1,all,all,P1,0.5520833333333334,0.5520833333333334,0.0811703170184046,13.658173084957525,0.02371210605027348,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,3.0,mean_std_projection_moments,1,all,all,B5,0.5173611111111112,0.5173611111111112,0.19289239798672497,0.003159384010359645,5.485041684652161e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,3.0,exact_sorted_order_statistics,1,all,all,P2,0.4496527777777778,0.44965277777777773,1.982327793026343,0.006804676027968526,1.181367365966758e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,3.0,pooled_class_measure,1,all,all,P1,0.5642361111111112,0.5642361111111112,0.067161425948143,10.936716079013422,0.018987354303842748,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,4.0,mean_std_projection_moments,1,all,all,B5,0.4965277777777778,0.4965277777777778,0.1565759798977524,0.0024265239480882883,4.212715187653278e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,4.0,exact_sorted_order_statistics,1,all,all,P2,0.4600694444444444,0.4600694444444444,1.7912993428763002,0.006455765105783939,1.1207925530874894e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,4.0,pooled_class_measure,1,all,all,P1,0.5503472222222222,0.5503472222222222,0.07208633818663657,10.219541309867054,0.017742259218519192,0,4608,576,False
