protocol,ra_mode,window_setting,covariance_estimator,bank_seed,aggregation,subject,session_train,session_test,method,accuracy,balanced_accuracy,classifier_or_pooled_measure_fitting_time_seconds,inference_time_seconds,amortized_inference_seconds_per_trial,fold_id,n_train_trials,n_test_trials,transductive_calibration
loso,subject_ra,W1,oas_trace_eps1e-6,,trial_tangent,3,all,all,B1,0.7447916666666666,0.7447916666666666,3.5514221710618585,0.04908129991963506,8.521059013825531e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,,airm_nearest_class_mean,3,all,all,B2,0.6267361111111112,0.6267361111111112,2.6259586981032044,0.18130878289230168,0.0003147721925213571,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,,mean_decision_score,3,all,all,B3,0.7465277777777778,0.7465277777777777,25.090472056064755,0.3901931259315461,0.0006774186214089342,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,,majority_vote_secondary,3,all,all,B3_majority,0.71875,0.71875,0.0,0.0,0.0,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,,mean_window_log_svec,3,all,all,B4,0.6684027777777778,0.6684027777777779,0.08677706401795149,0.001153768040239811,2.003069514305227e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,0.0,mean_std_projection_moments,3,all,all,B5,0.6336805555555556,0.6336805555555556,0.146015880163759,0.002538702916353941,4.407470340892259e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,0.0,exact_sorted_order_statistics,3,all,all,P2,0.5763888888888888,0.5763888888888888,1.6457092880737036,0.006319036008790135,1.0970548626371763e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,0.0,pooled_class_measure,3,all,all,P1,0.6232638888888888,0.623263888888889,0.06647662213072181,9.535168155794963,0.01655411138158848,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,1.0,mean_std_projection_moments,3,all,all,B5,0.6944444444444444,0.6944444444444444,0.15641399496234953,0.0021916620898991823,3.8049689060749693e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,1.0,exact_sorted_order_statistics,3,all,all,P2,0.6597222222222222,0.6597222222222221,1.6872539608739316,0.006403713952749968,1.1117558945746472e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,1.0,pooled_class_measure,3,all,all,P1,0.6440972222222222,0.6440972222222222,0.06396418204531074,10.444534411886707,0.018132872242858866,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,2.0,mean_std_projection_moments,3,all,all,B5,0.6666666666666666,0.6666666666666667,0.1652080719359219,0.002489625010639429,4.322265643471231e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,2.0,exact_sorted_order_statistics,3,all,all,P2,0.5920138888888888,0.5920138888888888,1.8469720359425992,0.008423884864896536,1.4624800112667597e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,2.0,pooled_class_measure,3,all,all,P1,0.6232638888888888,0.6232638888888888,0.07347703794948757,12.90145628596656,0.022398361607580835,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,3.0,mean_std_projection_moments,3,all,all,B5,0.6510416666666666,0.6510416666666666,0.17490770807489753,0.0030519061256200075,5.298448134756957e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,3.0,exact_sorted_order_statistics,3,all,all,P2,0.5711805555555556,0.5711805555555556,1.8909810949116945,0.007637002971023321,1.3258685713582156e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,3.0,pooled_class_measure,3,all,all,P1,0.6684027777777778,0.6684027777777778,0.07530856900848448,11.901069083018228,0.02066157826912887,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,4.0,mean_std_projection_moments,3,all,all,B5,0.7170138888888888,0.717013888888889,0.16197974607348442,0.0027241050265729427,4.729349004466914e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,4.0,exact_sorted_order_statistics,3,all,all,P2,0.6423611111111112,0.642361111111111,1.8930071031209081,0.006846610922366381,1.1886477295774966e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,4.0,pooled_class_measure,3,all,all,P1,0.6215277777777778,0.6215277777777778,0.06967839901335537,11.532387180021033,0.02002150552086985,0,4608,576,True
