protocol,ra_mode,window_setting,covariance_estimator,bank_seed,aggregation,subject,session_train,session_test,method,accuracy,balanced_accuracy,classifier_or_pooled_measure_fitting_time_seconds,inference_time_seconds,amortized_inference_seconds_per_trial,fold_id,n_train_trials,n_test_trials,transductive_calibration
loso,subject_ra,W1,oas_trace_eps1e-6,,trial_tangent,2,all,all,B1,0.28125,0.28125,3.336720868013799,0.0464495939668268,8.064165619240764e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,,airm_nearest_class_mean,2,all,all,B2,0.2690972222222222,0.2690972222222222,2.562136264052242,0.18257214594632387,0.00031696553115681227,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,,mean_decision_score,2,all,all,B3,0.3177083333333333,0.3177083333333333,22.82078845007345,0.3930652409326285,0.0006824049321747023,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,,majority_vote_secondary,2,all,all,B3_majority,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,,mean_window_log_svec,2,all,all,B4,0.3072916666666667,0.30729166666666663,0.09341232315637171,0.0014637629501521587,2.541255121791942e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,0.0,mean_std_projection_moments,2,all,all,B5,0.2951388888888889,0.2951388888888889,0.16335422196425498,0.002812494058161974,4.882802184308983e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,0.0,exact_sorted_order_statistics,2,all,all,P2,0.2986111111111111,0.2986111111111111,1.9870275410357863,0.008684524102136493,1.5077298788431412e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,0.0,pooled_class_measure,2,all,all,P1,0.2795138888888889,0.2795138888888889,0.07852350687608123,12.839000212028623,0.022289930923660804,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,1.0,mean_std_projection_moments,2,all,all,B5,0.28125,0.28125,0.16877654194831848,0.0029161679558455944,5.062791590009712e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,1.0,exact_sorted_order_statistics,2,all,all,P2,0.2829861111111111,0.28298611111111105,1.9439866528846323,0.008243398973718286,1.4311456551594245e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,1.0,pooled_class_measure,2,all,all,P1,0.2586805555555556,0.2586805555555556,0.07299973396584392,13.43546763714403,0.023325464647819497,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,2.0,mean_std_projection_moments,2,all,all,B5,0.3090277777777778,0.3090277777777778,0.1740718400105834,0.00257615908049047,4.472498403629288e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,2.0,exact_sorted_order_statistics,2,all,all,P2,0.296875,0.296875,1.9872940320055932,0.008462585974484682,1.4691989539035907e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,2.0,pooled_class_measure,2,all,all,P1,0.2743055555555556,0.2743055555555556,0.08706442499533296,12.28732524602674,0.02133216188546309,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,3.0,mean_std_projection_moments,2,all,all,B5,0.2760416666666667,0.27604166666666663,0.169702383922413,0.0023855739273130894,4.141621401585225e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,3.0,exact_sorted_order_statistics,2,all,all,P2,0.2604166666666667,0.26041666666666663,1.7261476228013635,0.006541484035551548,1.1356743117276994e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,3.0,pooled_class_measure,2,all,all,P1,0.25,0.25,0.07649406418204308,10.022581950994208,0.017400315887142723,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,4.0,mean_std_projection_moments,2,all,all,B5,0.3072916666666667,0.3072916666666667,0.15100476308725774,0.002269341144710779,3.9398283762339916e-06,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,4.0,exact_sorted_order_statistics,2,all,all,P2,0.2638888888888889,0.2638888888888889,1.7261792921926826,0.006334654986858368,1.0997664907740222e-05,0,4608,576,True
loso,subject_ra,W1,oas_trace_eps1e-6,4.0,pooled_class_measure,2,all,all,P1,0.2517361111111111,0.2517361111111111,0.07443550904281437,9.541985995834693,0.016565947909435233,0,4608,576,True
