protocol,ra_mode,window_setting,covariance_estimator,bank_seed,aggregation,subject,session_train,session_test,method,accuracy,balanced_accuracy,classifier_or_pooled_measure_fitting_time_seconds,inference_time_seconds,amortized_inference_seconds_per_trial,fold_id,n_train_trials,n_test_trials,transductive_calibration
loso,no_ra,W1,oas_trace_eps1e-6,,trial_tangent,6,all,all,B1,0.2708333333333333,0.2708333333333333,3.58313707401976,0.048112792894244194,8.352915433028506e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,,airm_nearest_class_mean,6,all,all,B2,0.22743055555555555,0.22743055555555555,2.9446851059328765,0.19620991800911725,0.00034064221876582853,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,,mean_decision_score,6,all,all,B3,0.3055555555555556,0.3055555555555556,25.145111243939027,0.40222382987849414,0.000698305260205719,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,,majority_vote_secondary,6,all,all,B3_majority,0.3125,0.3125,0.0,0.0,0.0,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,,mean_window_log_svec,6,all,all,B4,0.2951388888888889,0.2951388888888889,0.10831160796806216,0.001765690976753831,3.0654357235309563e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,0.0,mean_std_projection_moments,6,all,all,B5,0.28125,0.28125,0.18053015205077827,0.002488161902874708,4.319725525824146e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,0.0,exact_sorted_order_statistics,6,all,all,P2,0.2621527777777778,0.2621527777777778,1.8160158360842615,0.0078004959505051374,1.3542527691849196e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,0.0,pooled_class_measure,6,all,all,P1,0.2326388888888889,0.2326388888888889,0.07626160001382232,11.62600310286507,0.020184033164696302,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,1.0,mean_std_projection_moments,6,all,all,B5,0.2881944444444444,0.2881944444444444,0.1531058179680258,0.0020565169397741556,3.5703419093301313e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,1.0,exact_sorted_order_statistics,6,all,all,P2,0.265625,0.265625,1.8249388858675957,0.006255568005144596,1.0860361120042702e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,1.0,pooled_class_measure,6,all,all,P1,0.22395833333333334,0.22395833333333334,0.06528027099557221,11.38982044486329,0.019773993827887654,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,2.0,mean_std_projection_moments,6,all,all,B5,0.2777777777777778,0.2777777777777778,0.15522733703255653,0.0023709440138190985,4.1162222462137124e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,2.0,exact_sorted_order_statistics,6,all,all,P2,0.3020833333333333,0.30208333333333337,1.8220681550446898,0.009023820050060749,1.566635425357769e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,2.0,pooled_class_measure,6,all,all,P1,0.24305555555555555,0.24305555555555555,0.09487360995262861,11.639989239862189,0.02020831465253852,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,3.0,mean_std_projection_moments,6,all,all,B5,0.2934027777777778,0.2934027777777778,0.1483082501217723,0.0020720420870929956,3.5972952900920063e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,3.0,exact_sorted_order_statistics,6,all,all,P2,0.2881944444444444,0.2881944444444444,1.7639879810158163,0.007155213039368391,1.2422244860014567e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,3.0,pooled_class_measure,6,all,all,P1,0.21875,0.21875,0.0799916700925678,10.85053314291872,0.018837731150900556,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,4.0,mean_std_projection_moments,6,all,all,B5,0.2829861111111111,0.2829861111111111,0.15415469813160598,0.0025605789851397276,4.445449626978694e-06,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,4.0,exact_sorted_order_statistics,6,all,all,P2,0.2986111111111111,0.2986111111111111,1.8044289858080447,0.007251292932778597,1.2589050230518398e-05,0,4608,576,False
loso,no_ra,W1,oas_trace_eps1e-6,4.0,pooled_class_measure,6,all,all,P1,0.2361111111111111,0.2361111111111111,0.07205704902298748,10.37874890700914,0.018018661296890868,0,4608,576,False
